"","year","month","snow","tmax","tmin"
"6971","2007","01",20,1.7,-3.3
"6972","2007","01",20,-1.1,-1.7
"6973","2007","01",25,0.6,-15.6
"6974","2007","01",8,-0.6,-8.3
"6975","2007","01",51,-7.2,-7.2
"6976","2007","01",10,-6.1,-14.4
"6977","2007","01",13,-1.1,-18.9
"6978","2007","01",13,-6.1,-22.8
"6979","2007","01",20,-5,-16.7
"6980","2007","11",38,4.4,-6.1
"6981","2007","11",25,3.3,-2.8
"6982","2007","11",25,10.6,-7.8
"6983","2007","12",51,1.7,-6.7
"6984","2007","12",8,-3.9,-12.8
"6985","2007","12",25,3.3,-10
"6986","2007","12",25,-5,-7.8
"6987","2007","12",25,-5.6,-8.9
"6988","2007","12",51,-3.3,-10
"6989","2007","12",89,1.7,-15
"6990","2007","12",25,1.7,-11.7
"6991","2008","01",13,2.2,-18.3
"6992","2008","01",25,3.9,-5.6
"6993","2008","01",51,0.6,-4.4
"6994","2008","01",51,-2.2,-3.3
"6995","2008","01",25,0.6,-14.4
"6996","2008","01",25,-1.1,-15
"6997","2008","01",13,-3.9,-13.3
"6998","2008","01",25,-2.2,-11.7
"6999","2008","11",13,2.8,-1.1
"7000","2008","11",15,-1.1,-5.6
"7001","2008","11",25,-3.3,-10
"7002","2008","11",76,-2.8,-10.6
"7003","2008","11",76,2.8,-12.2
"7004","2008","11",13,1.7,-4.4
"7005","2008","11",25,1.1,-3.3
"7006","2008","12",38,-2.8,-6.1
"7007","2008","12",13,-3.3,-13.9
"7008","2008","12",51,0.6,-10
"7009","2008","12",51,-2.2,-5
"7010","2008","12",25,-3.9,-8.9
"7011","2008","12",13,-8.3,-16.1
"7012","2008","12",10,-2.8,-14.4
"7013","2008","12",13,-0.6,-7.8
"7014","2009","01",30,-2.2,-10
"7015","2009","01",51,-2.2,-15.6
"7016","2009","01",25,-1.1,-15
"7017","2009","01",13,-1.1,-2.8
"7018","2009","01",25,-1.7,-8.3
"7019","2009","01",25,-0.6,-15
"7020","2009","01",30,-11.1,-16.1
"7021","2009","01",76,-5.6,-11.1
"7022","2009","01",3,-7.2,-21.1
"7023","2009","01",89,-3.3,-17.2
"7024","2009","01",76,1.7,-8.3
"7025","2009","01",76,-1.7,-14.4
"7026","2009","11",3,4.4,-0.6
"7027","2009","12",8,9.4,-4.4
"7028","2009","12",81,0,-5.6
"7029","2009","12",3,4.4,-1.7
"7030","2009","12",3,0.6,-10.6
"7031","2009","12",51,2.8,-11.1
"7032","2009","12",76,5,-9.4
"7033","2009","12",5,-2.8,-8.9
"7034","2009","12",25,-2.2,-7.8
"7035","2009","12",3,-2.8,-11.7
"7036","2009","12",25,-6.7,-11.7
"7037","2009","12",25,0.6,-12.8
"7038","2009","12",13,-10,-14.4
"7039","2010","01",76,-1.7,-5
"7040","2010","01",25,-7.2,-15
"7041","2010","01",25,-7.8,-16.1
"7042","2010","01",13,-6.7,-13.3
"7043","2010","01",5,-3.9,-6.1
"7044","2010","01",56,-3.9,-12.2
"7045","2010","01",41,-2.8,-20.6
"7046","2010","01",20,-5,-11.1
"7047","2010","01",5,0.6,-3.9
"7048","2010","01",66,-0.6,-14.4
"7049","2010","01",3,-10,-21.1
"7050","2010","11",28,5.6,-0.6
"7051","2010","11",13,7.8,-1.7
"7052","2010","11",25,0.6,-4.4
"7053","2010","12",13,-0.6,-5
"7054","2010","12",13,-1.7,-6.1
"7055","2010","12",30,-5,-7.2
"7056","2010","12",64,-3.9,-9.4
"7057","2010","12",51,2.2,-11.7
"7058","2010","12",30,-9.4,-13.3
"7059","2010","12",58,-7.2,-11.7
"7060","2010","12",97,-8.3,-13.3
"7061","2010","12",46,-2.8,-11.1
"7062","2006","01",51,1.7,-4.4
"7063","2006","01",51,8.9,-19.4
"7064","2006","01",89,-1.1,-24.4
"7065","2006","12",25,-3.3,-8.9
"7066","2006","12",33,3.9,0
"7067","2006","12",3,1.7,-3.3
"7068","2006","12",20,5.6,-3.3
"7069","2006","12",25,3.9,0
"7070","2006","12",5,0,-12.8
"7071","2006","12",76,-1.1,-8.3
"7072","2007","01",10,8.3,-3.9
"7073","2007","01",18,2.2,-18.3
"7074","2007","01",25,-4.4,-6.1
"7075","2007","01",20,-1.7,-29.4
"7076","2007","01",91,-3.9,-15
"7077","2007","01",10,-15,-25.6
"7078","2007","01",41,-10,-18.3
"7079","2007","01",18,-6.7,-26.1
"7080","2007","11",30,11.7,-0.6
"7081","2007","11",25,7.2,1.7
"7082","2007","11",25,2.2,-0.6
"7083","2007","11",25,0.6,-6.1
"7084","2007","12",51,-5,-15
"7085","2007","12",51,-2.2,-13.9
"7086","2007","12",38,-3.3,-12.2
"7087","2007","12",25,0,-10.6
"7088","2007","12",38,-5,-12.2
"7089","2007","12",51,1.1,-3.9
"7090","2007","12",51,0,-12.8
"7091","2007","12",58,1.1,-23.3
"7092","2007","12",25,1.1,-2.2
"7093","2007","12",56,1.1,-3.9
"7094","2007","12",46,1.1,-1.1
"7095","2007","12",30,0,-1.1
"7096","2008","01",51,-2.2,-7.8
"7097","2008","01",51,-6.1,-19.4
"7098","2008","01",30,-2.2,-20.6
"7099","2008","01",71,1.7,-9.4
"7100","2008","01",91,-2.2,-23.9
"7101","2008","01",3,-6.1,-15
"7102","2008","01",5,-2.8,-10
"7103","2008","01",25,6.7,-16.1
"7104","2008","01",71,-5,-13.3
"7105","2008","11",38,2.2,-1.1
"7106","2008","11",25,10.6,-2.2
"7107","2008","11",64,-3.3,-11.1
"7108","2008","11",51,-9.4,-13.3
"7109","2008","11",51,-6.1,-13.3
"7110","2008","11",25,-1.1,-2.2
"7111","2008","11",51,0.6,-2.2
"7112","2008","12",76,1.1,-9.4
"7113","2008","12",3,2.2,-4.4
"7114","2008","12",43,-3.3,-25
"7115","2008","12",13,5.6,-17.8
"7116","2008","12",46,-3.9,-13.9
"7117","2008","12",51,-0.6,-10
"7118","2008","12",13,1.1,-6.1
"7119","2008","12",51,-11.1,-23.9
"7120","2008","12",51,0,-24.4
"7121","2008","12",51,-1.1,-20.6
"7122","2009","01",69,-3.3,-25
"7123","2009","01",51,-6.1,-20.6
"7124","2009","01",38,-0.6,-22.2
"7125","2009","01",51,-4.4,-12.2
"7126","2009","01",5,-3.3,-10.6
"7127","2009","01",79,-1.1,-26.1
"7128","2009","01",5,-12.8,-27.8
"7129","2009","01",5,-12.8,-22.2
"7130","2009","01",51,-1.7,-16.7
"7131","2009","01",64,-6.1,-26.1
"7132","2009","01",33,-7.2,-22.8
"7133","2009","01",3,-3.3,-16.7
"7134","2009","12",51,0,-2.8
"7135","2009","12",41,-1.1,-5.6
"7136","2009","12",8,1.7,-3.3
"7137","2009","12",56,1.7,-12.8
"7138","2009","12",48,-6.7,-21.7
"7139","2009","12",30,-5,-23.9
"7140","2009","12",25,-5,-20.6
"7141","2010","01",89,0,-15.6
"7142","2010","01",51,-11.1,-13.3
"7143","2010","01",25,-7.8,-12.2
"7144","2010","01",61,-7.2,-10.6
"7145","2010","01",36,-5.6,-12.8
"7146","2010","01",36,-2.8,-13.9
"7147","2010","01",20,-4.4,-11.1
"7148","2010","01",10,1.1,-5.6
"7149","2010","01",84,10,-2.8
"7150","2010","01",46,0,-4.4
"7151","2010","01",53,-1.1,-16.1
"7152","2009","12",33,1.7,0
"7153","2010","12",5,-2.2,-5
"7154","2006","01",38,0,-5
"7155","2006","01",51,-0.6,-7.2
"7156","2006","01",51,-7.2,-11.7
"7157","2006","01",64,-2.8,-8.3
"7158","2006","01",51,3.3,-12.8
"7159","2006","01",76,6.1,-6.1
"7160","2006","11",51,1.7,-5.6
"7161","2006","12",51,1.1,-7.8
"7162","2006","12",13,-1.7,-9.4
"7163","2006","12",25,3.9,-3.3
"7164","2006","12",76,-3.3,-15
"7165","2006","12",13,-6.1,-15
"7166","2006","12",13,3.9,0
"7167","2006","12",38,5.6,-4.4
"7168","2006","12",51,-0.6,-4.4
"7169","2007","01",33,-6.1,-12.2
"7170","2007","01",18,5,-9.4
"7171","2007","01",51,-8.9,-14.4
"7172","2007","01",43,0,-7.2
"7173","2007","01",89,-3.3,-10.6
"7174","2007","01",13,-9.4,-16.7
"7175","2007","01",25,-6.7,-17.2
"7176","2007","01",38,-5.6,-8.3
"7177","2007","01",64,-2.8,-7.2
"7178","2007","01",38,-3.9,-13.3
"7179","2007","01",25,-13.3,-20.6
"7180","2007","01",25,-1.1,-17.2
"7181","2007","01",18,0,-6.1
"7182","2007","01",76,-6.1,-11.7
"7183","2007","11",76,0.6,-1.7
"7184","2007","11",13,0,-4.4
"7185","2007","11",13,2.2,-6.7
"7186","2007","11",25,5,-9.4
"7187","2007","12",51,2.2,-9.4
"7188","2007","12",25,5.6,-7.2
"7189","2007","12",38,-6.7,-10
"7190","2007","12",13,-7.8,-15.6
"7191","2007","12",8,-6.1,-15.6
"7192","2007","12",64,5.6,-3.3
"7193","2007","12",51,-2.2,-13.9
"7194","2007","12",13,0.6,-11.7
"7195","2007","12",25,0.6,-2.2
"7196","2007","12",25,7.8,-5.6
"7197","2007","12",13,-3.3,-5
"7198","2007","12",51,-1.7,-3.3
"7199","2008","01",33,-1.7,-5
"7200","2008","01",76,0,-12.8
"7201","2008","01",38,-11.1,-18.3
"7202","2008","01",51,1.7,-3.9
"7203","2008","01",76,-6.1,-5
"7204","2008","01",38,-3.3,-6.1
"7205","2008","01",64,-13.3,-16.1
"7206","2008","01",76,-2.8,-10
"7207","2008","01",51,-7.8,-15.6
"7208","2008","01",13,-8.3,-11.7
"7209","2008","01",38,-5,-11.7
"7210","2008","01",25,8.3,-9.4
"7211","2008","01",51,-8.3,-12.8
"7212","2008","11",51,3.3,-2.2
"7213","2008","11",13,0,-2.2
"7214","2008","11",51,8.9,-2.2
"7215","2008","11",38,-0.6,-3.3
"7216","2008","11",51,-4.4,-10.6
"7217","2008","11",38,-3.9,-8.9
"7218","2008","11",38,-6.7,-11.7
"7219","2008","11",25,-5.6,-11.7
"7220","2008","11",76,1.1,-3.9
"7221","2008","11",89,-1.1,-2.8
"7222","2008","11",76,1.7,-2.8
"7223","2008","12",51,-1.7,-7.8
"7224","2008","12",51,2.2,-8.9
"7225","2008","12",76,-6.7,-11.7
"7226","2008","12",38,-7.8,-16.7
"7227","2008","12",13,-1.7,-13.3
"7228","2008","12",10,1.1,-7.2
"7229","2008","12",13,-2.2,-7.2
"7230","2008","12",38,-3.9,-14.4
"7231","2008","12",76,0.6,-10
"7232","2008","12",10,0.6,-5
"7233","2008","12",38,-6.7,-13.9
"7234","2008","12",89,-10.6,-12.8
"7235","2009","01",76,-9.4,-18.9
"7236","2009","01",51,-0.6,-7.2
"7237","2009","01",25,-0.6,-12.8
"7238","2009","01",38,-6.7,-11.1
"7239","2009","01",38,-7.2,-12.2
"7240","2009","01",8,-5,-9.4
"7241","2009","01",89,-1.7,-21.1
"7242","2009","01",33,-13.3,-21.7
"7243","2009","01",51,-11.7,-19.4
"7244","2009","01",64,-16.7,-20
"7245","2009","01",43,-10.6,-19.4
"7246","2009","01",76,-5,-13.3
"7247","2009","01",51,-9.4,-17.2
"7248","2009","01",5,5.6,-13.9
"7249","2009","01",5,-10.6,-15.6
"7250","2009","01",13,-8.3,-13.9
"7251","2009","01",51,-7.2,-13.3
"7252","2009","01",18,-5.6,-10.6
"7253","2009","12",64,0.6,-2.2
"7254","2009","12",13,3.3,-1.7
"7255","2009","12",25,-0.6,-5.6
"7256","2009","12",13,3.3,-6.7
"7257","2009","12",38,1.1,-8.3
"7258","2009","12",38,-3.9,-10.6
"7259","2009","12",10,-3.9,-8.9
"7260","2009","12",25,-3.9,-7.8
"7261","2009","12",25,-7.2,-13.9
"7262","2009","12",51,-7.8,-11.1
"7263","2010","01",38,0.6,-2.8
"7264","2010","01",51,-13.3,-15.6
"7265","2010","01",51,-12.2,-15.6
"7266","2010","01",64,-10.6,-13.3
"7267","2010","01",64,-7.8,-11.7
"7268","2010","01",5,-6.1,-9.4
"7269","2010","01",33,-4.4,-9.4
"7270","2010","01",18,-6.7,-10.6
"7271","2010","01",64,-2.8,-5.6
"7272","2010","01",25,8.9,-4.4
"7273","2010","01",38,-3.3,-6.7
"7274","2010","01",18,-4.4,-8.9
"7275","2010","01",76,-4.4,-17.8
"7276","2010","01",5,-11.1,-20
"7277","2010","12",38,-2.2,-5.6
"7278","2010","12",36,-2.2,-6.7
"7279","2010","12",33,-3.3,-8.9
"7280","2010","12",25,-4.4,-8.3
"7281","2010","12",51,-6.1,-10
"7282","2010","12",58,-11.1,-15.6
"7283","2010","12",51,-7.2,-15
"7284","2010","12",76,-6.1,-9.4
"7285","2010","12",76,-3.9,-9.4
"7286","2010","12",13,-4.4,-8.3
"7287","2010","12",13,-7.2,-8.3
"7288","2010","12",38,-5.6,-10
"7289","2010","12",36,-5,-12.8
"7290","2006","01",13,-0.6,-9.4
"7291","2006","01",13,-5,-15.6
"7292","2006","01",13,-1.7,-16.1
"7293","2006","01",51,9.4,-3.3
"7294","2006","01",25,4.4,-1.7
"7295","2006","01",76,1.7,-11.7
"7296","2007","01",20,8.9,-1.7
"7297","2007","01",13,-2.8,-5
"7298","2007","01",25,-1.1,-11.7
"7299","2007","01",13,0.6,-5.6
"7300","2007","01",64,0,-10
"7301","2007","01",13,-8.3,-20.6
"7302","2007","01",38,-9.4,-13.9
"7303","2007","01",25,-8.9,-22.2
"7304","2007","11",25,0.6,-7.2
"7305","2007","11",13,-5,-12.2
"7306","2007","12",76,3.3,-9.4
"7307","2007","12",51,-5.6,-11.1
"7308","2007","12",25,-3.3,-8.9
"7309","2007","12",64,1.7,-9.4
"7310","2007","12",51,-7.2,-16.7
"7311","2007","12",25,-1.1,-6.7
"7312","2007","12",38,2.8,-7.2
"7313","2007","12",89,0.6,-2.2
"7314","2008","01",13,-0.6,-6.1
"7315","2008","01",38,1.7,-6.7
"7316","2008","01",25,-5,-14.4
"7317","2008","01",13,-2.8,-11.1
"7318","2008","01",25,-3.9,-10.6
"7319","2008","01",13,-2.2,-7.2
"7320","2008","01",13,8.9,-2.2
"7321","2008","11",25,8.3,0
"7322","2008","11",13,1.7,0
"7323","2008","11",51,1.7,0
"7324","2008","12",25,6.7,-1.1
"7325","2008","12",13,1.1,-1.7
"7326","2008","12",89,-2.8,-7.2
"7327","2008","12",64,-2.2,-23.3
"7328","2008","12",38,-2.8,-23.3
"7329","2008","12",51,-1.7,-13.9
"7330","2008","12",51,-5.6,-13.3
"7331","2008","12",13,-5,-22.8
"7332","2008","12",64,-2.2,-6.7
"7333","2008","12",25,-2.2,-16.7
"7334","2008","12",51,1.1,-8.9
"7335","2009","01",76,-1.7,-8.3
"7336","2009","01",76,0,-9.4
"7337","2009","01",5,-6.1,-19.4
"7338","2009","01",38,-3.9,-9.4
"7339","2009","01",38,-3.9,-20
"7340","2009","01",76,-3.9,-18.9
"7341","2009","01",13,5,-14.4
"7342","2009","01",3,-6.1,-23.3
"7343","2009","01",13,-3.3,-12.8
"7344","2009","12",13,4.4,-4.4
"7345","2009","12",13,0.6,-3.9
"7346","2009","12",64,1.7,-5
"7347","2009","12",25,6.1,-1.7
"7348","2009","12",25,-6.7,-12.8
"7349","2009","12",25,5,-1.7
"7350","2010","01",25,1.1,-2.2
"7351","2010","01",51,1.7,-11.7
"7352","2010","01",76,-10.6,-15.6
"7353","2010","01",25,-8.9,-12.2
"7354","2010","01",51,-7.8,-11.7
"7355","2010","01",25,-6.1,-11.1
"7356","2010","01",51,-8.9,-22.2
"7357","2010","01",13,-5,-8.9
"7358","2010","01",25,0,-2.8
"7359","2010","01",25,11.7,-1.1
"7360","2010","01",38,0.6,-2.2
"7361","2010","11",71,2.2,-2.2
"7362","2010","11",25,2.2,-9.4
"7363","2010","12",38,13.9,-1.1
"7364","2010","12",89,1.1,-2.8
"7365","2010","12",51,-4.4,-7.8
"7366","2010","12",25,-0.6,-12.8
"7367","2006","01",51,0.6,-2.8
"7368","2006","01",38,3.9,0.6
"7369","2006","01",13,2.8,-4.4
"7370","2006","01",13,2.8,-6.1
"7371","2006","01",25,2.8,-6.7
"7372","2007","01",25,3.3,-5
"7373","2007","01",20,-1.7,-6.7
"7374","2007","11",25,2.8,-0.6
"7375","2007","12",86,-3.3,-8.3
"7376","2007","12",51,4.4,-7.2
"7377","2007","12",25,5,-3.9
"7378","2007","12",25,-3.3,-9.4
"7379","2007","12",25,0.6,-7.2
"7380","2007","12",76,2.2,-3.9
"7381","2008","01",13,3.3,-6.1
"7382","2008","01",25,5.6,-6.1
"7383","2008","01",18,1.7,-3.9
"7384","2008","12",25,2.2,-6.7
"7385","2008","12",25,2.8,-2.8
"7386","2008","12",25,-2.2,-6.1
"7387","2008","12",51,3.9,-11.1
"7388","2009","01",25,-1.1,-12.2
"7389","2009","01",25,-7.2,-11.7
"7390","2009","01",25,-6.7,-21.1
"7391","2009","01",13,-2.2,-6.7
"7392","2009","01",76,-2.8,-11.1
"7393","2009","12",13,2.8,-3.9
"7394","2009","12",5,0,-6.7
"7395","2010","01",13,-2.2,-5.6
"7396","2010","01",51,1.7,-1.7
"7397","2010","01",13,1.1,-11.7
"7398","2010","12",38,-2.2,-7.8
"7399","2010","12",25,-6.7,-8.9
"7400","2006","01",3,0,-3.9
"7401","2006","01",3,2.8,-4.4
"7402","2006","01",25,-3.9,-8.9
"7403","2006","01",25,-1.7,-7.8
"7404","2006","01",3,5.6,-10.6
"7405","2006","01",51,3.9,-8.9
"7406","2006","11",25,4.4,-4.4
"7407","2006","12",51,3.3,-6.1
"7408","2006","12",25,-3.9,-7.2
"7409","2006","12",25,6.7,-14.4
"7410","2006","12",25,1.7,-2.8
"7411","2007","01",25,6.7,-5.6
"7412","2007","01",25,0.6,-7.2
"7413","2007","01",25,0.6,-7.2
"7414","2007","01",13,-2.8,-6.1
"7415","2007","01",25,-0.6,-5.6
"7416","2007","01",25,-1.1,-10
"7417","2007","01",13,-3.3,-21.7
"7418","2007","01",64,2.2,-12.8
"7419","2007","01",25,-5,-14.4
"7420","2007","11",25,0.6,-1.7
"7421","2007","12",3,-5,-7.8
"7422","2007","12",25,-5.6,-18.3
"7423","2007","12",76,-0.6,-11.7
"7424","2007","12",25,1.7,-8.9
"7425","2007","12",25,-3.9,-10.6
"7426","2007","12",13,9.4,-4.4
"7427","2007","12",76,0.6,-3.3
"7428","2008","01",25,1.1,-5.6
"7429","2008","01",76,2.2,-9.4
"7430","2008","01",13,1.1,-3.3
"7431","2008","01",25,1.7,-13.9
"7432","2008","01",13,-11.1,-17.2
"7433","2008","01",5,-0.6,-12.2
"7434","2008","01",51,-3.9,-10
"7435","2008","11",20,10,3.3
"7436","2008","11",64,11.1,1.1
"7437","2008","11",13,11.1,-2.2
"7438","2008","11",13,1.1,-6.7
"7439","2008","11",25,-3.3,-14.4
"7440","2008","11",13,-1.1,-8.3
"7441","2008","11",43,-3.9,-11.1
"7442","2008","11",25,2.2,-2.8
"7443","2008","11",3,1.7,-1.1
"7444","2008","11",3,1.7,-1.7
"7445","2008","12",25,3.9,-1.7
"7446","2008","12",3,4.4,-6.7
"7447","2008","12",13,-3.3,-15
"7448","2008","12",51,-2.8,-11.1
"7449","2008","12",25,0.6,-5.6
"7450","2008","12",13,-6.7,-11.7
"7451","2008","12",5,-1.1,-17.8
"7452","2008","12",13,-7.8,-15.6
"7453","2008","12",13,-0.6,-14.4
"7454","2008","12",76,-0.6,-5.6
"7455","2009","01",25,-5,-17.2
"7456","2009","01",5,1.1,-5.6
"7457","2009","01",51,-3.9,-11.7
"7458","2009","01",38,-1.1,-18.3
"7459","2009","01",25,-11.1,-20
"7460","2009","01",3,-11.1,-19.4
"7461","2009","01",3,-11.1,-27.8
"7462","2009","01",51,-4.4,-17.2
"7463","2009","01",5,-7.2,-19.4
"7464","2009","01",5,-7.8,-20.6
"7465","2009","01",3,-6.1,-19.4
"7466","2009","01",89,-5,-14.4
"7467","2009","01",51,-1.1,-9.4
"7468","2009","01",25,-1.1,-9.4
"7469","2009","01",51,-3.3,-12.2
"7470","2009","12",25,3.3,-2.8
"7471","2009","12",76,1.1,-2.2
"7472","2009","12",20,-3.3,-11.7
"7473","2009","12",51,4.4,-6.1
"7474","2009","12",25,-5.6,-7.8
"7475","2009","12",25,-1.7,-5
"7476","2009","12",5,-3.3,-13.3
"7477","2009","12",51,2.8,-4.4
"7478","2009","12",51,-3.9,-12.2
"7479","2010","01",13,0.6,-8.3
"7480","2010","01",8,0.6,-10.6
"7481","2010","01",13,-9.4,-12.2
"7482","2010","01",13,-7.8,-11.1
"7483","2010","01",38,-6.1,-10.6
"7484","2010","01",5,-5,-6.7
"7485","2010","01",76,-2.8,-6.1
"7486","2010","01",64,-5.6,-12.8
"7487","2010","01",5,-5,-10.6
"7488","2010","01",8,6.7,-1.1
"7489","2010","01",25,2.8,-10
"7490","2010","01",13,-3.9,-14.4
"7491","2010","12",5,-2.2,-5.6
"7492","2010","12",38,-2.2,-7.8
"7493","2010","12",3,-2.8,-7.8
"7494","2010","12",20,-3.3,-7.8
"7495","2010","12",76,-5.6,-14.4
"7496","2010","12",20,-3.9,-13.9
"7497","2010","12",13,-8.9,-13.9
"7498","2010","12",51,-6.7,-10.6
"7499","2010","12",3,-5,-12.8
"7500","2010","12",8,-2.8,-16.1
"7501","2010","12",8,-2.8,-6.7
"7502","2010","12",5,-2.8,-7.8
"7503","2010","12",3,-4.4,-6.1
"7504","2010","12",25,-5,-8.3
"7505","2010","12",64,-5,-11.1
"7506","2006","01",51,-1.7,-3.9
"7507","2006","01",51,3.9,-5.6
"7508","2006","01",51,12.2,-5
"7509","2006","01",25,5.6,-3.9
"7510","2007","01",25,1.7,-7.8
"7511","2008","01",51,6.7,-2.2
"7512","2008","12",25,-3.3,-8.9
"7513","2008","12",25,-0.6,-12.2
"7514","2008","12",3,-5.6,-12.2
"7515","2009","01",76,-5.6,-7.8
"7516","2009","01",25,-6.7,-11.7
"7517","2009","01",76,-7.2,-16.1
"7518","2009","01",25,-2.2,-8.3
"7519","2009","12",51,3.9,-0.6
"7520","2009","12",51,-5.6,-8.3
"7521","2010","12",25,5,-8.3
"7522","2006","01",13,3.3,-1.1
"7523","2006","01",25,3.3,-2.8
"7524","2006","01",8,11.7,-1.1
"7525","2006","01",20,2.8,-2.2
"7526","2006","01",58,3.3,-0.6
"7527","2007","11",38,-2.2,-6.7
"7528","2007","12",76,-2.2,-11.1
"7529","2007","12",76,-3.9,-14.4
"7530","2007","12",76,-3.9,-14.4
"7531","2007","12",76,-6.1,-12.2
"7532","2007","12",64,-5.6,-7.8
"7533","2007","12",25,-1.7,-12.2
"7534","2008","01",64,-3.3,-13.9
"7535","2008","01",38,-3.3,-10
"7536","2008","01",13,-8.3,-11.7
"7537","2008","01",89,-3.3,-12.8
"7538","2008","12",8,5,-14.4
"7539","2009","01",25,-4.4,-17.8
"7540","2009","01",76,-3.9,-14.4
"7541","2009","12",25,3.3,-4.4
"7542","2009","12",25,-0.6,-4.4
"7543","2009","12",64,3.3,0.6
"7544","2009","12",89,2.2,-7.8
"7545","2009","12",51,3.3,-17.2
"7546","2010","01",25,0.6,-11.1
"7547","2010","12",51,-0.6,-2.8
"7548","2010","12",64,-8.3,-10
"7549","2010","12",25,-1.1,-16.1
"7550","2008","11",8,-1.7,-6.7
"7551","2008","11",25,0.6,-8.3
"7552","2008","11",25,5,-6.7
"7553","2008","12",18,1.1,-4.4
"7554","2008","12",51,-0.6,-9.4
"7555","2008","12",13,0,-15
"7556","2008","12",13,1.7,-4.4
"7557","2009","01",76,-5.6,-13.9
"7558","2009","01",25,0.6,-8.9
"7559","2009","01",25,2.2,-2.8
"7560","2009","01",13,-7.8,-16.1
"7561","2009","01",89,-8.9,-21.7
"7562","2009","01",25,-3.9,-8.9
"7563","2009","01",76,-2.2,-17.2
"7564","2009","01",51,1.1,-8.3
"7565","2009","12",66,10.6,-3.3
"7566","2009","12",13,-4.4,-11.1
"7567","2009","12",36,6.1,-8.3
"7568","2010","01",76,1.7,-6.7
"7569","2010","01",25,5.6,-11.7
"7570","2010","01",25,-6.7,-9.4
"7571","2010","01",25,-3.3,-8.3
"7572","2010","01",25,-1.7,-13.3
"7573","2010","01",25,-1.7,-21.1
"7574","2010","01",13,4.4,-1.7
"7575","2010","12",25,-1.1,-5.6
"7576","2010","12",76,-2.8,-6.7
"7577","2010","12",51,-4.4,-6.1
"7578","2010","12",13,-1.7,-16.1
"7579","2010","12",13,-10,-12.8
"7580","2010","12",13,-6.7,-10
"7581","2010","12",13,-2.8,-11.1
"7582","2006","01",51,2.2,-3.3
"7583","2006","01",25,1.1,-5
"7584","2006","01",25,3.3,-4.4
"7585","2006","01",5,0,-6.1
"7586","2006","01",38,13.9,-5.6
"7587","2006","01",51,4.4,-1.1
"7588","2006","01",13,5.6,-2.2
"7589","2007","12",13,1.1,-6.7
"7590","2007","12",13,6.7,-6.1
"7591","2007","12",5,6.7,-2.2
"7592","2007","12",38,1.1,-2.8
"7593","2007","12",76,7.8,-4.4
"7594","2007","12",25,6.7,1.7
"7595","2008","01",76,7.8,0
"7596","2008","01",13,5,-4.4
"7597","2008","12",13,0.6,-5.6
"7598","2008","12",13,0.6,-2.8
"7599","2008","12",51,-1.7,-7.8
"7600","2008","12",25,-0.6,-12.2
"7601","2009","01",76,-5.6,-12.2
"7602","2009","01",5,0,-3.3
"7603","2009","01",25,0,-6.7
"7604","2009","01",25,-6.1,-12.2
"7605","2009","01",38,-6.1,-16.7
"7606","2009","01",25,-1.1,-6.1
"7607","2009","01",13,0,-8.9
"7608","2009","01",76,-2.2,-6.7
"7609","2009","01",25,3.3,-6.1
"7610","2009","12",76,-2.8,-7.2
"7611","2010","01",64,0.6,-3.3
"7612","2010","01",13,-7.8,-10
"7613","2010","01",25,2.2,-3.3
"7614","2010","01",25,3.3,-2.8
"7615","2010","01",38,2.2,-11.1
"7616","2010","12",13,3.3,-8.3
"7617","2006","01",89,0,-3.3
"7618","2006","01",13,-3.3,-6.1
"7619","2006","01",51,0.6,-4.4
"7620","2006","01",13,2.2,-8.9
"7621","2006","11",5,3.3,0
"7622","2006","11",3,2.2,0.6
"7623","2006","12",76,1.7,-7.8
"7624","2006","12",5,6.1,-1.7
"7625","2007","01",5,-2.2,-9.4
"7626","2007","01",25,10,-0.6
"7627","2007","01",13,0,-2.2
"7628","2007","01",13,0.6,-6.7
"7629","2007","01",38,-4.4,-9.4
"7630","2007","01",20,2.2,-8.9
"7631","2007","01",25,-3.9,-10
"7632","2007","01",8,-1.1,-6.1
"7633","2007","01",13,-1.7,-9.4
"7634","2007","01",15,-8.9,-11.1
"7635","2007","01",13,-2.8,-15.6
"7636","2007","01",10,1.1,-5
"7637","2007","01",64,-4.4,-11.7
"7638","2007","01",10,-4.4,-12.2
"7639","2007","01",8,-2.8,-9.4
"7640","2007","11",25,1.7,-3.9
"7641","2007","12",8,0,-2.2
"7642","2007","12",3,1.1,-2.8
"7643","2007","12",18,2.8,-1.1
"7644","2007","12",66,2.8,-2.8
"7645","2007","12",46,-3.3,-10
"7646","2007","12",5,-2.2,-5.6
"7647","2007","12",3,1.7,-5
"7648","2007","12",81,11.1,-5
"7649","2007","12",33,1.7,-1.1
"7650","2008","01",33,1.7,-2.8
"7651","2008","01",8,3.3,-8.3
"7652","2008","01",5,-6.7,-11.1
"7653","2008","01",18,3.9,-1.1
"7654","2008","01",5,0,-2.2
"7655","2008","01",38,0.6,-8.3
"7656","2008","01",46,-3.3,-11.1
"7657","2008","01",25,-1.7,-9.4
"7658","2008","11",86,2.2,-5.6
"7659","2008","11",3,1.1,-5.6
"7660","2008","12",3,2.8,-0.6
"7661","2008","12",71,-1.1,-5.6
"7662","2008","12",15,0.6,-4.4
"7663","2008","12",10,-7.2,-10
"7664","2008","12",46,-1.7,-10
